id_klienta,umowa,plan,oplata_miesieczna,staz_miesiecy,uslugi_dodatkowe,zgloszenia,opoznione_platnosci,platnosc,wiek,powod_rezygnacji,rezygnacja
11609,miesięczna,podstawowy,53.0,5,1,0,0,karta,51.0,,nie
11997,miesięczna,podstawowy,69.0,13,3,3,2,przelew,23.0,cena,tak
11943,miesięczna,podstawowy,64.0,1,0,1,1,polecenie zapłaty,35.0,jakość,tak
11972,dwuletnia,podstawowy,49.0,50,2,1,2,polecenie zapłaty,31.0,,nie
10985,miesięczna,podstawowy,45.0,44,0,1,0,karta,58.0,cena,tak
10176,miesięczna,standard,88.0,1,3,1,1,przelew,18.0,konkurencja,tak
11178,miesięczna,podstawowy,58.0,17,0,1,2,karta,45.0,jakość,tak
10694,miesięczna,premium,142.0,13,0,0,0,przelew,38.0,,nie
11619,dwuletnia,podstawowy,51.0,9,2,1,0,przelew,43.0,,nie
10124,miesięczna,podstawowy,60.0,7,2,0,1,karta,,,nie
10368,roczna,standard,84.0,15,2,3,1,polecenie zapłaty,55.0,,nie
11447,dwuletnia,standard,98.0,14,3,2,0,przelew,32.0,,nie
11567,miesięczna,premium,125.0,1,3,0,0,karta,,,nie
10040,roczna,standard,91.0,10,1,1,0,polecenie zapłaty,43.0,,nie
11508,roczna,premium,133.0,25,1,3,0,karta,55.0,,nie
10580,miesięczna,premium,137.0,14,2,1,1,przelew,72.0,cena,tak
10332,miesięczna,podstawowy,46.0,5,3,0,0,karta,44.0,,nie
10916,dwuletnia,podstawowy,57.0,1,3,1,2,karta,41.0,,nie
10195,miesięczna,standard,73.0,8,2,2,0,karta,0.0,,nie
10528,dwuletnia,premium,144.0,10,2,1,1,karta,28.0,,nie
11689,roczna,standard,77.0,6,3,2,0,przelew,31.0,,nie
11805,roczna,podstawowy,66.0,1,1,2,0,polecenie zapłaty,49.0,,nie
10323,miesięczna,standard,88.0,7,0,1,0,karta,31.0,jakość,tak
11203,dwuletnia,premium,129.0,7,1,1,0,przelew,57.0,,nie
10267,miesięczna,standard,73.0,18,2,1,0,karta,38.0,,nie
11034,dwuletnia,podstawowy,52.0,1,0,3,0,karta,18.0,,nie
11985,roczna,podstawowy,47.0,4,0,0,1,przelew,52.0,,nie
10068,miesięczna,premium,135.0,27,0,2,0,karta,72.0,jakość,tak
11450,miesięczna,premium,121.0,23,2,2,3,polecenie zapłaty,48.0,cena,tak
11240,miesięczna,podstawowy,54.0,17,1,1,1,przelew,53.0,jakość,tak
10680,miesięczna,podstawowy,64.0,4,0,1,1,polecenie zapłaty,46.0,konkurencja,tak
10486,miesięczna,podstawowy,53.0,12,1,2,1,karta,45.0,cena,tak
10481,miesięczna,standard,88.0,1,0,1,0,polecenie zapłaty,55.0,cena,tak
11419,dwuletnia,podstawowy,41.0,14,2,3,1,karta,48.0,,nie
10706,roczna,standard,89.0,2,1,3,1,przelew,38.0,przeprowadzka,tak
10584,miesięczna,podstawowy,41.0,38,3,3,1,karta,48.0,,nie
10980,miesięczna,premium,135.0,1,3,1,0,przelew,18.0,konkurencja,1
10428,dwuletnia,standard,72.0,39,0,2,0,karta,32.0,,nie
11643,roczna,premium,132.0,49,1,3,2,przelew,49.0,,nie
11579,dwuletnia,standard,73.0,12,0,4,0,polecenie zapłaty,,,nie
10480,miesięczna,premium,139.0,14,1,1,0,polecenie zapłaty,53.0,jakość,tak
10451,miesięczna,standard,86.0,2,2,1,1,przelew,33.0,konkurencja,tak
11917,roczna,standard,71.0,32,1,1,1,polecenie zapłaty,,,nie
11393,miesięczna,premium,132.0,11,3,2,2,przelew,31.0,,nie
11539,dwuletnia,podstawowy,56.0,34,1,0,1,karta,26.0,,nie
11588,roczna,standard,98.0,13,1,1,0,polecenie zapłaty,56.0,,nie
11668,miesięczna,podstawowy,61.0,12,2,2,0,karta,48.0,,nie
10942,dwuletnia,podstawowy,67.0,47,3,1,0,polecenie zapłaty,33.0,,nie
10734,miesięczna,podstawowy,53.0,1,0,0,1,przelew,24.0,,nie
11275,miesięczna,standard,71.0,42,2,1,1,przelew,47.0,,nie
10693,miesięczna,premium,149.0,3,1,4,0,polecenie zapłaty,19.0,jakość,tak
11259,roczna,standard,74.0,38,0,3,0,karta,57.0,,nie
11685,miesięczna,podstawowy,59.0,12,2,1,1,przelew,31.0,konkurencja,tak
10262,dwuletnia,premium,141.0,16,1,0,0,polecenie zapłaty,51.0,,nie
10608,miesięczna,podstawowy,49.0,3,3,0,0,karta,60.0,,nie
10975,miesięczna,standard,74.0,39,2,0,1,karta,30.0,,nie
10241,dwuletnia,podstawowy,60.0,6,1,2,1,karta,62.0,,nie
10820,miesięczna,premium,124.0,1,3,3,0,karta,34.0,,nie
11418,roczna,standard,74.0,59,0,0,1,przelew,58.0,,nie
11738,miesięczna,standard,82.0,24,0,0,0,przelew,18.0,,nie
11091,miesięczna,premium,135.0,22,3,2,0,polecenie zapłaty,40.0,jakość,tak
11081,miesięczna,podstawowy,67.0,2,1,1,0,przelew,36.0,przeprowadzka,tak
10366,miesięczna,standard,90.0,18,3,0,1,przelew,25.0,,nie
11028,miesięczna,premium,122.0,27,3,3,0,przelew,51.0,,nie
11334,dwuletnia,podstawowy,64.0,64,2,0,1,przelew,39.0,,nie
10591,dwuletnia,standard,81.0,25,0,2,0,przelew,,,nie
11236,miesięczna,podstawowy,56.0,26,2,2,1,przelew,19.0,jakość,tak
11844,dwuletnia,standard,73.0,21,3,1,1,karta,38.0,,nie
10583,miesięczna,podstawowy,47.0,53,2,2,0,polecenie zapłaty,49.0,,nie
10072,miesięczna,standard,81.0,10,0,0,0,polecenie zapłaty,58.0,jakość,tak
11010,roczna,standard,73.0,26,0,2,0,przelew,49.0,,nie
10260,roczna,standard,97.0,32,2,0,1,karta,28.0,,nie
10052,miesięczna,podstawowy,68.0,6,1,1,0,polecenie zapłaty,53.0,przeprowadzka,tak
10199,miesięczna,podstawowy,54.0,1,1,2,0,karta,33.0,,nie
11180,miesięczna,standard,96.0,5,2,1,1,polecenie zapłaty,33.0,konkurencja,tak
10679,miesięczna,standard,87.0,3,2,2,1,polecenie zapłaty,23.0,jakość,tak
10333,roczna,premium,141.0,22,3,2,3,karta,22.0,,nie
11367,miesięczna,standard,79.0,11,2,1,1,przelew,60.0,jakość,tak
11560,dwuletnia,standard,89.0,5,2,2,1,karta,36.0,,nie
10870,miesięczna,podstawowy,56.0,42,2,1,5,przelew,51.0,konkurencja,tak
11764,miesięczna,podstawowy,57.0,2,2,1,1,polecenie zapłaty,40.0,,nie
11607,dwuletnia,podstawowy,48.0,33,3,2,1,karta,34.0,,nie
10906,roczna,standard,89.0,13,1,0,1,karta,39.0,,nie
10887,miesięczna,podstawowy,59.0,13,2,1,1,polecenie zapłaty,33.0,,nie
11467,miesięczna,standard,88.0,10,2,4,0,polecenie zapłaty,53.0,cena,1
10427,miesięczna,podstawowy,47.0,7,3,4,0,karta,31.0,,nie
10568,miesięczna,podstawowy,43.0,3,2,1,0,karta,57.0,przeprowadzka,tak
11266,dwuletnia,podstawowy,49.0,47,2,0,1,przelew,34.0,,nie
11782,roczna,premium,125.0,10,0,0,0,karta,33.0,,nie
10988,miesięczna,standard,72.0,25,1,4,1,przelew,50.0,przeprowadzka,tak
11987,miesięczna,Podstawowy ,54.0,32,2,2,1,przelew,54.0,jakość,tak
10582,roczna,premium,121.0,52,1,1,0,polecenie zapłaty,36.0,,nie
11402,miesięczna,premium,149.0,31,0,0,1,karta,80.0,jakość,tak
10399,roczna,podstawowy,66.0,22,2,2,1,polecenie zapłaty,,,nie
10933,miesięczna,standard,87.0,2,2,1,0,karta,31.0,,nie
10437,miesięczna,standard,74.0,1,1,1,1,karta,32.0,jakość,tak
10193,miesięczna,standard,75.0,38,1,2,0,polecenie zapłaty,,,nie
11443,miesięczna,podstawowy,44.0,22,0,1,0,karta,21.0,,nie
10618,miesięczna,premium,148.0,2,1,0,1,przelew,70.0,przeprowadzka,tak
10293,dwuletnia,standard,70.0,66,3,0,0,karta,53.0,,nie
10951,roczna,podstawowy,42.0,8,3,3,0,karta,40.0,,nie
11084,dwuletnia,standard,69.0,7,2,2,0,przelew,36.0,,nie
10835,roczna,standard,98.0,15,3,2,0,polecenie zapłaty,64.0,,nie
11950,dwuletnia,podstawowy,57.0,21,3,2,2,przelew,39.0,,nie
10508,dwuletnia,premium,135.0,43,3,0,2,przelew,43.0,,nie
10142,roczna,standard,81.0,20,1,1,0,przelew,46.0,,nie
10924,roczna,standard,81.0,28,0,0,0,karta,70.0,konkurencja,tak
10003,dwuletnia,premium,127.0,60,3,2,0,karta,,,nie
11106,roczna,standard,69.0,16,0,0,1,karta,52.0,,nie
11880,roczna,standard,74.0,18,2,0,3,polecenie zapłaty,52.0,,nie
11165,miesięczna,standard,98.0,14,1,1,0,karta,27.0,cena,tak
10340,dwuletnia,podstawowy,53.0,35,3,1,0,karta,27.0,,nie
11492,dwuletnia,podstawowy,40.0,27,1,1,1,karta,39.0,,nie
11826,miesięczna,standard,81.0,83,3,1,1,karta,28.0,,nie
11548,roczna,premium,132.0,4,2,0,2,polecenie zapłaty,24.0,,nie
10266,miesięczna,podstawowy,52.0,7,0,2,2,polecenie zapłaty,40.0,przeprowadzka,tak
10377,dwuletnia,premium,124.0,40,3,0,1,karta,18.0,,nie
11425,miesięczna,podstawowy,47.0,8,1,1,1,karta,50.0,cena,tak
11992,roczna,standard,75.0,1,0,0,0,karta,36.0,,nie
10440,roczna,standard,90.0,11,0,0,1,przelew,22.0,przeprowadzka,tak
10272,miesięczna,standard,69.0,39,1,1,0,polecenie zapłaty,65.0,konkurencja,TAK
10185,roczna,standard,86.0,24,0,2,2,karta,31.0,,nie
11314,miesięczna,standard,96.0,4,0,2,0,polecenie zapłaty,39.0,konkurencja,tak
10245,roczna,podstawowy,57.0,1,2,0,2,przelew,33.0,,nie
10549,roczna,podstawowy,41.0,10,1,0,0,karta,18.0,,nie
10446,roczna,standard,79.0,5,3,2,0,polecenie zapłaty,64.0,,nie
10615,miesięczna,podstawowy,44.0,84,3,0,0,polecenie zapłaty,52.0,,nie
11069,miesięczna,standard,84.0,11,1,1,0,karta,24.0,,nie
11656,miesięczna,podstawowy,51.0,10,0,0,1,karta,23.0,,nie
11302,roczna,podstawowy,65.0,17,0,2,1,przelew,33.0,jakość,tak
11321,roczna,podstawowy,47.0,58,3,1,0,polecenie zapłaty,23.0,,nie
11766,miesięczna,standard,87.0,51,3,0,1,przelew,53.0,,nie
10416,miesięczna,podstawowy,40.0,76,2,1,0,polecenie zapłaty,41.0,,nie
10274,roczna,premium,134.0,61,2,0,0,polecenie zapłaty,33.0,,nie
11353,miesięczna,podstawowy,40.0,10,0,1,0,przelew,41.0,jakość,tak
11494,roczna,Standard ,82.0,15,2,0,3,polecenie zapłaty,52.0,,nie
11898,miesięczna,standard,89.0,19,1,1,0,karta,39.0,przeprowadzka,tak
10251,roczna,standard,87.0,6,1,1,1,przelew,36.0,przeprowadzka,tak
10414,dwuletnia,standard,74.0,16,1,2,1,przelew,34.0,,nie
10620,miesięczna,premium,138.0,3,1,1,0,karta,53.0,cena,TAK
11315,miesięczna,podstawowy,42.0,28,1,3,2,karta,53.0,,nie
10592,miesięczna,premium,131.0,14,0,0,0,karta,39.0,,nie
10311,roczna,premium,120.0,29,2,0,0,karta,56.0,,nie
10915,dwuletnia,standard,89.0,9,2,0,3,przelew,48.0,,nie
10382,dwuletnia,podstawowy,41.0,4,3,2,1,karta,61.0,,nie
10737,miesięczna,podstawowy,52.0,1,0,1,0,karta,36.0,jakość,tak
10426,dwuletnia,standard,82.0,4,0,2,1,polecenie zapłaty,36.0,,nie
11885,miesięczna,premium,126.0,38,0,3,0,polecenie zapłaty,40.0,konkurencja,tak
10535,miesięczna,premium,134.0,10,3,3,0,polecenie zapłaty,52.0,cena,tak
10756,miesięczna,standard,75.0,4,1,1,1,przelew,39.0,jakość,tak
11988,roczna,standard,80.0,5,3,0,1,polecenie zapłaty,69.0,,nie
11792,miesięczna,podstawowy,53.0,5,3,1,0,przelew,48.0,jakość,tak
10409,miesięczna,podstawowy,39.0,36,3,0,1,polecenie zapłaty,18.0,,nie
11623,dwuletnia,standard,75.0,7,1,1,0,karta,38.0,,0
11836,miesięczna,standard,89.0,18,3,1,0,karta,74.0,,nie
10631,dwuletnia,podstawowy,52.0,6,0,0,2,karta,44.0,,nie
11441,miesięczna,Podstawowy ,51.0,9,1,1,1,przelew,34.0,,nie
10943,miesięczna,premium,147.0,21,2,1,0,karta,32.0,,nie
10969,roczna,standard,81.0,5,2,2,3,karta,49.0,,nie
11938,roczna,standard,69.0,17,0,1,0,polecenie zapłaty,18.0,,nie
11471,dwuletnia,standard,80.0,24,2,1,1,karta,38.0,,nie
10932,miesięczna,podstawowy,43.0,18,3,0,1,polecenie zapłaty,46.0,,nie
10183,roczna,premium,142.0,37,1,3,0,przelew,47.0,,nie
10171,miesięczna,standard,96.0,1,0,0,0,przelew,51.0,jakość,tak
11755,miesięczna,standard,86.0,19,0,0,0,przelew,53.0,konkurencja,tak
11970,roczna,podstawowy,48.0,21,3,3,0,karta,34.0,,nie
11906,miesięczna,standard,76.0,50,3,2,1,karta,31.0,,nie
11661,miesięczna,podstawowy,44.0,29,1,2,2,karta,70.0,cena,tak
10856,roczna,premium,123.0,5,2,2,2,polecenie zapłaty,40.0,,nie
10273,miesięczna,standard,72.0,11,2,3,1,polecenie zapłaty,29.0,,nie
11558,roczna,premium,127.0,3,0,2,1,polecenie zapłaty,50.0,przeprowadzka,tak
10695,dwuletnia,premium,133.0,55,0,2,1,przelew,41.0,,nie
11226,dwuletnia,premium,139.0,6,1,0,2,polecenie zapłaty,39.0,,nie
10372,miesięczna,podstawowy,64.0,27,0,0,0,karta,43.0,jakość,tak
11023,dwuletnia,standard,93.0,19,2,2,1,polecenie zapłaty,25.0,,nie
10922,dwuletnia,podstawowy,52.0,3,0,0,0,przelew,27.0,,nie
11616,miesięczna,standard,87.0,6,3,0,0,karta,37.0,,nie
10782,dwuletnia,podstawowy,45.0,2,1,0,1,przelew,25.0,,nie
10519,miesięczna,standard,97.0,1,2,0,0,przelew,56.0,konkurencja,tak
10335,miesięczna,standard,99.0,84,2,1,0,przelew,28.0,,nie
11453,dwuletnia,podstawowy,61.0,27,0,5,1,przelew,18.0,,nie
11956,dwuletnia,standard,75.0,4,3,0,2,przelew,18.0,,nie
11058,miesięczna,podstawowy,46.0,1,1,0,1,polecenie zapłaty,71.0,przeprowadzka,tak
11581,dwuletnia,standard,83.0,34,3,0,0,polecenie zapłaty,29.0,,nie
10016,miesięczna,standard,73.0,6,3,1,0,karta,47.0,,nie
10681,miesięczna,premium,146.0,2,3,1,1,polecenie zapłaty,42.0,konkurencja,tak
10846,dwuletnia,standard,88.0,5,3,1,1,polecenie zapłaty,31.0,,nie
11695,roczna,standard,72.0,4,2,5,2,karta,52.0,przeprowadzka,TAK
11626,roczna,standard,84.0,37,1,1,1,karta,36.0,,nie
10910,miesięczna,standard,85.0,49,0,1,0,karta,42.0,konkurencja,tak
10466,roczna,standard,91.0,47,3,2,1,przelew,24.0,,nie
11504,miesięczna,standard,85.0,7,2,1,1,karta,63.0,,nie
10200,miesięczna,standard,97.0,3,0,4,1,karta,48.0,cena,tak
11468,miesięczna,podstawowy,46.0,84,1,1,1,polecenie zapłaty,46.0,,nie
11587,miesięczna,podstawowy,67.0,18,3,2,1,karta,34.0,konkurencja,tak
11138,miesięczna,podstawowy,56.0,10,2,2,0,przelew,49.0,,nie
11308,roczna,podstawowy,42.0,35,1,1,1,polecenie zapłaty,24.0,,nie
11158,miesięczna,podstawowy,54.0,20,1,1,1,karta,33.0,,nie
10731,miesięczna,podstawowy,57.0,6,1,1,1,karta,,konkurencja,tak
11408,miesięczna,podstawowy,50.0,25,3,0,0,karta,32.0,,nie
11421,roczna,premium,133.0,29,0,3,1,karta,41.0,,0
11114,dwuletnia,standard,92.0,4,3,1,1,przelew,44.0,,nie
11520,miesięczna,standard,97.0,11,0,0,1,przelew,60.0,cena,tak
10044,miesięczna,premium,124.0,10,2,1,2,polecenie zapłaty,48.0,konkurencja,tak
10275,roczna,premium,121.0,8,0,1,0,polecenie zapłaty,44.0,,nie
11103,roczna,premium,133.0,8,1,0,2,przelew,57.0,jakość,1
10102,roczna,podstawowy,68.0,1,1,1,1,przelew,,,nie
10875,roczna,podstawowy,50.0,18,2,1,1,karta,42.0,,nie
11329,miesięczna,standard,82.0,4,0,1,0,polecenie zapłaty,18.0,,nie
10967,dwuletnia,podstawowy,61.0,24,2,1,1,polecenie zapłaty,57.0,,nie
10108,miesięczna,premium,132.0,29,3,2,1,polecenie zapłaty,37.0,przeprowadzka,tak
11778,miesięczna,podstawowy,51.0,21,0,2,1,polecenie zapłaty,49.0,konkurencja,tak
10498,roczna,podstawowy,45.0,55,1,1,3,karta,46.0,,nie
11991,miesięczna,premium,128.0,9,1,1,0,przelew,46.0,,nie
10888,miesięczna,premium,147.0,84,2,1,1,karta,25.0,,nie
10760,roczna,standard,69.0,15,1,1,0,karta,33.0,,nie
11603,roczna,standard,73.0,7,3,0,1,karta,68.0,,nie
11113,roczna,standard,95.0,13,0,0,0,karta,21.0,,nie
11305,dwuletnia,standard,83.0,42,1,0,1,karta,37.0,,nie
10619,miesięczna,premium,119.0,12,1,2,0,karta,35.0,konkurencja,tak
10597,roczna,podstawowy,69.0,5,1,0,0,karta,50.0,,nie
10073,dwuletnia,podstawowy,59.0,84,3,1,1,karta,32.0,,nie
10757,miesięczna,premium,141.0,10,2,1,0,przelew,66.0,jakość,tak
11221,miesięczna,podstawowy,43.0,40,1,0,1,karta,18.0,,nie
11174,roczna,Premium ,134.0,44,3,1,1,polecenie zapłaty,64.0,,nie
10860,roczna,standard,69.0,44,0,4,1,karta,31.0,konkurencja,1
10482,miesięczna,podstawowy,63.0,5,1,1,0,polecenie zapłaty,24.0,konkurencja,tak
11074,dwuletnia,standard,89.0,29,3,1,1,przelew,33.0,,nie
10507,miesięczna,premium,133.0,7,3,2,0,karta,46.0,konkurencja,tak
10679,miesięczna,standard,87.0,3,2,2,1,polecenie zapłaty,23.0,jakość,tak
10775,miesięczna,standard,84.0,41,2,1,2,karta,41.0,,nie
12000,roczna,podstawowy,58.0,6,3,0,1,karta,34.0,,NIE
10744,miesięczna,standard,72.0,81,3,1,1,przelew,38.0,,nie
11407,dwuletnia,standard,96.0,24,2,2,0,karta,18.0,,nie
11840,roczna,podstawowy,51.0,36,3,3,1,karta,44.0,,nie
10312,miesięczna,podstawowy,39.0,1,0,1,0,karta,52.0,,nie
10833,miesięczna,standard,98.0,15,1,2,1,przelew,29.0,przeprowadzka,tak
10406,dwuletnia,podstawowy,42.0,4,0,1,1,przelew,43.0,,0
10702,miesięczna,standard,74.0,38,0,1,0,polecenie zapłaty,22.0,przeprowadzka,tak
11294,miesięczna,standard,97.0,38,2,1,2,polecenie zapłaty,40.0,cena,tak
10310,miesięczna,premium,137.0,43,2,0,2,polecenie zapłaty,35.0,,nie
10227,miesięczna,standard,87.0,6,1,1,0,przelew,54.0,konkurencja,tak
11732,miesięczna,premium,122.0,46,1,2,1,polecenie zapłaty,43.0,konkurencja,tak
11059,roczna,podstawowy,69.0,4,1,1,2,karta,51.0,,nie
11537,roczna,podstawowy,61.0,9,1,0,0,polecenie zapłaty,53.0,,nie
11090,roczna,premium,130.0,3,1,0,0,polecenie zapłaty,54.0,cena,tak
11542,miesięczna,standard,88.0,5,3,0,0,przelew,0.0,cena,tak
10149,miesięczna,standard,72.0,1,3,0,0,przelew,,jakość,tak
10629,roczna,podstawowy,47.0,6,2,0,0,polecenie zapłaty,28.0,,nie
11354,miesięczna,podstawowy,42.0,10,2,2,0,polecenie zapłaty,35.0,cena,tak
10837,roczna,standard,77.0,28,1,0,3,karta,43.0,,nie
11642,miesięczna,podstawowy,61.0,10,2,1,1,karta,45.0,,nie
11709,dwuletnia,standard,95.0,10,0,3,1,polecenie zapłaty,46.0,,nie
10576,roczna,standard,75.0,13,0,2,1,polecenie zapłaty,47.0,cena,tak
10558,roczna,podstawowy,47.0,13,1,0,1,przelew,43.0,,nie
11340,miesięczna,standard,77.0,12,1,2,1,przelew,35.0,konkurencja,tak
11162,roczna,premium,140.0,5,3,0,1,karta,58.0,,nie
11791,roczna,podstawowy,45.0,14,0,3,0,karta,61.0,,nie
11342,dwuletnia,premium,123.0,19,2,1,1,przelew,59.0,,nie
10839,miesięczna,podstawowy,60.0,10,0,3,0,przelew,43.0,przeprowadzka,tak
10964,miesięczna,standard,88.0,27,2,2,0,polecenie zapłaty,25.0,,nie
10287,miesięczna,premium,120.0,52,3,0,0,przelew,45.0,,nie
11613,roczna,standard,71.0,10,0,1,0,karta,27.0,,nie
10742,miesięczna,premium,127.0,5,3,2,1,polecenie zapłaty,48.0,przeprowadzka,tak
10599,dwuletnia,premium,128.0,4,3,2,0,polecenie zapłaty,52.0,,nie
10939,dwuletnia,podstawowy,66.0,32,0,1,0,karta,60.0,,0
11086,roczna,podstawowy,69.0,16,2,0,0,polecenie zapłaty,32.0,,nie
11646,roczna,standard,89.0,19,0,1,1,polecenie zapłaty,50.0,,nie
11678,miesięczna,standard,72.0,1,2,0,0,karta,35.0,,nie
11621,miesięczna,standard,74.0,76,0,1,0,polecenie zapłaty,54.0,,nie
11820,roczna,Premium ,125.0,10,1,1,1,przelew,47.0,,nie
11056,roczna,standard,90.0,65,2,3,0,karta,32.0,,nie
11624,miesięczna,premium,140.0,17,0,2,1,karta,70.0,cena,tak
10758,dwuletnia,standard,96.0,31,1,0,0,karta,50.0,,nie
11211,roczna,podstawowy,62.0,28,0,0,0,karta,34.0,,nie
10772,roczna,standard,97.0,43,2,1,0,karta,26.0,,nie
10610,miesięczna,podstawowy,39.0,12,2,2,1,przelew,41.0,przeprowadzka,tak
11873,dwuletnia,podstawowy,63.0,51,1,0,1,polecenie zapłaty,41.0,,nie
11434,miesięczna,podstawowy,49.0,18,2,2,0,przelew,50.0,,nie
11430,miesięczna,premium,136.0,29,1,1,1,polecenie zapłaty,52.0,konkurencja,tak
11811,miesięczna,standard,99.0,28,2,1,0,karta,43.0,,nie
10494,miesięczna,premium,145.0,11,3,1,0,polecenie zapłaty,,,nie
11674,miesięczna,podstawowy,41.0,34,2,2,1,przelew,29.0,jakość,tak
10278,roczna,podstawowy,60.0,32,0,0,1,karta,50.0,,nie
11857,miesięczna,premium,128.0,27,0,1,2,przelew,61.0,konkurencja,tak
10359,roczna,premium,140.0,10,3,3,1,polecenie zapłaty,18.0,,NIE
11117,miesięczna,podstawowy,51.0,3,3,1,0,polecenie zapłaty,58.0,,nie
10237,roczna,podstawowy,68.0,3,1,0,2,przelew,41.0,,nie
10552,miesięczna,standard,70.0,1,2,1,1,karta,45.0,,nie
11878,miesięczna,premium,138.0,17,3,3,1,polecenie zapłaty,40.0,przeprowadzka,1
10904,roczna,premium,149.0,31,1,0,2,karta,53.0,,nie
10209,miesięczna,Podstawowy ,48.0,10,3,2,2,karta,68.0,cena,tak
11394,miesięczna,podstawowy,51.0,26,2,2,0,przelew,45.0,,nie
11569,roczna,premium,131.0,1,0,1,1,karta,,,nie
10059,miesięczna,podstawowy,59.0,7,3,1,0,karta,,,nie
10632,dwuletnia,standard,88.0,25,3,0,1,przelew,54.0,,nie
11593,dwuletnia,premium,149.0,11,1,1,1,przelew,32.0,,nie
11870,dwuletnia,standard,88.0,22,3,2,2,polecenie zapłaty,26.0,,nie
11925,miesięczna,podstawowy,40.0,3,0,1,0,karta,33.0,,0
10364,miesięczna,premium,122.0,34,2,0,0,polecenie zapłaty,49.0,,nie
10506,roczna,podstawowy,44.0,26,1,1,0,karta,39.0,,nie
11191,miesięczna,podstawowy,43.0,12,2,0,0,karta,55.0,,nie
11555,miesięczna,podstawowy,53.0,33,3,1,0,przelew,31.0,,nie
11612,roczna,podstawowy,61.0,16,0,2,0,karta,39.0,,nie
11223,dwuletnia,standard,82.0,18,2,1,0,polecenie zapłaty,40.0,,nie
11122,miesięczna,podstawowy,69.0,27,2,2,0,przelew,,jakość,tak
11164,miesięczna,standard,93.0,42,0,2,0,przelew,42.0,,nie
11344,roczna,podstawowy,48.0,27,1,2,1,polecenie zapłaty,53.0,,0
10119,miesięczna,podstawowy,52.0,10,1,2,0,karta,63.0,przeprowadzka,tak
11256,dwuletnia,premium,129.0,11,3,1,1,karta,32.0,,nie
11188,dwuletnia,premium,125.0,20,3,1,0,przelew,55.0,,nie
10523,miesięczna,podstawowy,61.0,4,0,1,0,przelew,46.0,,nie
10514,miesięczna,podstawowy,39.0,63,3,0,3,przelew,64.0,,nie
10082,miesięczna,podstawowy,52.0,50,3,1,2,przelew,46.0,,nie
10728,miesięczna,podstawowy,69.0,44,0,0,0,przelew,33.0,,nie
11284,roczna,podstawowy,39.0,16,3,3,2,polecenie zapłaty,36.0,,nie
10381,roczna,premium,126.0,10,3,1,2,polecenie zapłaty,46.0,,nie
11035,miesięczna,premium,145.0,5,2,1,0,polecenie zapłaty,49.0,,nie
11698,roczna,podstawowy,43.0,4,3,2,0,polecenie zapłaty,27.0,,nie
10085,miesięczna,standard,90.0,7,2,1,1,przelew,59.0,jakość,tak
11687,roczna,Podstawowy ,60.0,1,1,2,2,przelew,39.0,przeprowadzka,tak
10330,miesięczna,standard,88.0,1,2,0,0,karta,61.0,,nie
10007,roczna,standard,81.0,28,1,1,1,przelew,42.0,,nie
11654,miesięczna,podstawowy,44.0,13,2,2,0,karta,18.0,,nie
11814,miesięczna,podstawowy,66.0,4,3,3,1,karta,46.0,cena,tak
11547,miesięczna,standard,69.0,21,1,0,0,polecenie zapłaty,52.0,przeprowadzka,tak
10880,roczna,podstawowy,48.0,44,2,0,0,polecenie zapłaty,22.0,,nie
10452,dwuletnia,standard,96.0,66,3,1,0,karta,66.0,,nie
10491,roczna,premium,132.0,24,2,0,1,przelew,,,nie
11489,dwuletnia,podstawowy,56.0,26,3,1,1,karta,34.0,,nie
10288,miesięczna,standard,80.0,16,2,0,1,karta,18.0,,nie
10917,miesięczna,podstawowy,48.0,27,2,0,0,przelew,21.0,,nie
11996,roczna,podstawowy,53.0,65,1,2,0,karta,32.0,,nie
11376,miesięczna,standard,83.0,77,0,0,0,karta,70.0,,nie
10768,miesięczna,standard,83.0,49,2,0,0,karta,48.0,,nie
11810,miesięczna,standard,91.0,10,3,2,1,przelew,53.0,cena,tak
11973,roczna,standard,87.0,18,0,3,0,polecenie zapłaty,30.0,,nie
11711,roczna,premium,123.0,4,0,2,1,przelew,,konkurencja,tak
10803,dwuletnia,podstawowy,63.0,3,3,1,0,polecenie zapłaty,,,nie
10944,miesięczna,podstawowy,47.0,11,1,1,1,polecenie zapłaty,42.0,,nie
10927,miesięczna,standard,75.0,2,2,2,0,polecenie zapłaty,52.0,przeprowadzka,1
11303,roczna,podstawowy,56.0,26,2,0,0,karta,33.0,,nie
11660,miesięczna,podstawowy,67.0,47,1,4,1,karta,47.0,konkurencja,tak
10328,roczna,podstawowy,51.0,14,1,0,0,przelew,38.0,,nie
10443,roczna,podstawowy,48.0,12,0,4,1,karta,55.0,,nie
11650,dwuletnia,premium,131.0,2,1,0,1,karta,50.0,,nie
11085,dwuletnia,standard,81.0,4,0,1,0,karta,31.0,,nie
10931,miesięczna,standard,95.0,2,2,0,0,przelew,30.0,,nie
11550,miesięczna,premium,119.0,3,0,0,2,przelew,42.0,konkurencja,tak
10178,dwuletnia,premium,121.0,2,0,0,0,karta,71.0,przeprowadzka,tak
11825,roczna,standard,70.0,8,1,2,0,polecenie zapłaty,50.0,,nie
10708,roczna,podstawowy,40.0,18,1,2,2,karta,68.0,,nie
10087,roczna,podstawowy,59.0,15,0,0,1,polecenie zapłaty,45.0,,nie
